|novel|brut_sum|brut_type|Total Words|Percentage|field
62|Heart in a death earth MMFF|152|32|16560|0.9178743961352657|hor_W
63|Hunter   Hunteds|1|1|218|0.45871559633027525|hor_W
64|Im Käfig|117|29|12493|0.9365244536940687|hor_W
65|Jäger der Finsternis|148|35|16257|0.910377068339792|hor_W
66|Kannst du dich an Regeln halten |63|22|13133|0.4797076067920506|hor_W
67|Kill me if you can |365|47|38626|0.9449593538031378|hor_W
68|Kingdom of Demons|119|29|12728|0.9349465744814582|hor_W
69|Lass uns SPIELEN |156|26|25068|0.6223073240785064|hor_W
70|Laub in ihrem Haar|72|23|12585|0.5721096543504172|hor_W
71|Âme cassée  Zerbrochene Seele |36|16|4997|0.7204322593556134|hor_W
0|3|126|29|12010|1.0491257285595337|hor_M
1|Als der Tod an unsere Tür klopfte|231|31|25620|0.9016393442622952|hor_M
2|Attacked|96|31|16944|0.56657223796034|hor_M
3|Besser  ihr rennt    Old Version|321|42|52678|0.6093625422377463|hor_M
4|Blut   |204|26|11403|1.7890028939752698|hor_M
5|Böse Überraschungen|95|28|21975|0.4323094425483504|hor_M
6|Dark Forces  Staffel 1|423|34|27732|1.5253137170056252|hor_M
7|Das Haus an der Peary Road|80|25|9944|0.8045052292839904|hor_M
8|Das Haus des Schreckens|208|30|25204|0.8252658308205046|hor_M
9|Das Haus im Wald|264|39|32702|0.8072900740015901|hor_M
10|Das Schicksal von Kempton Rock|110|28|12698|0.8662781540400063|hor_M
11|Der Horror dieser Welt|94|31|10276|0.9147528221097703|hor_M
12|Der Mörder an meiner Seite|111|30|19834|0.5596450539477665|hor_M
13|Der Vergessene|47|15|11401|0.4122445399526357|hor_M
14|Der Wald der Puppen  Band 1  Kannst du mich sehen |205|25|21854|0.9380433787864921|hor_M
15|Der Wald der Puppen  Band 2  Die Geister die du riefst   |58|18|10971|0.5286664843678789|hor_M
16|Die Jäger|99|27|16612|0.5959547315193835|hor_M
17|Die Kreatur|110|29|18754|0.5865415378052682|hor_M
18|Die Kreatur Teil 2|56|18|10440|0.5363984674329502|hor_M
19|Die Legende der Vogelscheuche|310|43|35449|0.8744957544641598|hor_M
20|Die Verschwörung von Kempton Rock|88|27|12995|0.6771835321277415|hor_M
21|Die Zombieapokalypse mit den Freaks|533|43|56637|0.9410809188339778|hor_M
22|Die letzte Nacht von Kempton Rock|110|36|12245|0.898325847284606|hor_M
23|Die strengsten Eltern der Welt|388|50|37439|1.0363524666791313|hor_M
24|Eine Stadt  ein Land und danach ist alles vorbei|99|25|13826|0.7160422392593664|hor_M
25|Epidemic_0|1137|73|98025|1.1599081866870695|hor_M
26|Epidemic_1|865|64|66073|1.3091580524571307|hor_M
27|Epidemic Band 2_0|1036|64|98345|1.0534343382988458|hor_M
28|Epidemic Band 2_1|1001|63|97219|1.0296341250167147|hor_M
29|Epidemic Band 2_2|1164|73|94009|1.2381793232562839|hor_M
30|Flucht nach Maggir|98|26|10056|0.9745425616547334|hor_M
31|Freaks come out at night|164|36|13743|1.193334788619661|hor_M
32|Gefangen  MMFF |337|39|36738|0.9173063313190701|hor_M
33|Geschichten aus der Anstalt|257|52|30636|0.838882360621491|hor_M
34|I can t remember  MMFF |414|46|32029|1.2925786006431672|hor_M
35|Inside|86|30|10192|0.8437990580847723|hor_M
36|Its hard to survive___Eine Zombie Apokalypse Mitmacht FanFiktion|393|49|33041|1.1894313126116038|hor_M
37|Justitia Games|114|38|16642|0.6850138204542724|hor_M
38|Klassentreffen|48|17|13121|0.3658257754744303|hor_M
39|Kuss der Nacht|28|10|2786|1.0050251256281406|hor_M
40|Let s play|175|35|18416|0.9502606429192006|hor_M
0|  Der rote Regenschirm  |56|22|9718|0.5762502572545791|hor_unsp
1| MMFF  Dare you  Dare you  Double Dare you|294|41|30382|0.9676782305312356|hor_unsp
2|Apokalypse  Arbeitstitel |528|45|43200|1.2222222222222223|hor_unsp
3|Bedauere  dass ich mich danach sehne   |89|26|15163|0.5869550880432632|hor_unsp
4|Bedauere  dass ich mich dem hingebe   |156|33|28762|0.542382309992351|hor_unsp
5|Brennendes Herz_0|1494|51|103611|1.4419318412137707|hor_unsp
6|Brennendes Herz_1|303|32|19600|1.5459183673469388|hor_unsp
7|Come and play with me|208|32|19982|1.040936843158843|hor_unsp
8|Das Erbe von Schwarzburgen|41|12|12425|0.3299798792756539|hor_unsp
9|Das Experiment|216|37|13656|1.5817223198594026|hor_unsp
10|Das Schlachthaus in der Minton Street|194|31|28877|0.6718149392249888|hor_unsp
11|Dead School|340|38|27253|1.247569074964224|hor_unsp
12|Demon Diamonds 1 Rohdiamant|95|30|10057|0.9446156905637864|hor_unsp
13|Der Virus der die Welt verändert|146|31|23092|0.6322535943183787|hor_unsp
14|Des Teufels Kinder|210|36|21435|0.979706088173548|hor_unsp
15|Die Legende von Jack mit der Laterne oder wie man den Teufel nasführt|53|22|10939|0.48450498217387333|hor_unsp
16|Die Todeszone|242|37|22616|1.0700389105058365|hor_unsp
17|Die Wald Woche|123|29|18226|0.6748600899813453|hor_unsp
18|Die nächste Epoche|114|32|14968|0.7616247995724212|hor_unsp
19|Ein Zirkus im Park |72|24|15146|0.47537303578502577|hor_unsp
20|FARLAND   Eine Geschichte aus der Welt von THE BITING|105|36|11480|0.9146341463414633|hor_unsp
21|Goretober 2018|94|28|11399|0.824633739801737|hor_unsp
22|Gothic Novels|130|32|17666|0.7358768255405865|hor_unsp
23|Guns and Fire|652|51|92721|0.7031848232870656|hor_unsp
24|Homecoming|444|40|25752|1.7241379310344827|hor_unsp
25|Infektion  0|200|42|36413|0.5492543871694175|hor_unsp
26|Jede schlechte Tat   |187|39|17418|1.0736020208979216|hor_unsp
27|Killer Sharks    on Dope |89|28|10375|0.8578313253012048|hor_unsp
28|Lektion des Todes|243|28|16872|1.4402560455192033|hor_unsp
29|No Princess|234|43|41632|0.5620676402767102|hor_unsp
30|Operation Nero|224|46|17373|1.2893570482933288|hor_unsp
31|Other Inside|79|21|12068|0.6546237984753066|hor_unsp
32|PYTHON|256|49|34181|0.7489540973055206|hor_unsp
33|Parasitus  MMFF |214|28|18795|1.1386006916733173|hor_unsp
34|Perlentauchers  Diary of Mindfuck    HalloweenKalender 2011|316|45|45899|0.6884681583476765|hor_unsp
35|Persecuted|235|36|20985|1.1198475101262806|hor_unsp
36|Playtime|237|32|15973|1.4837538345958805|hor_unsp
37|Reality|103|34|9685|1.0635002581311306|hor_unsp
38|Sacrificium  Alternatives Ende |113|40|10763|1.0498931524667843|hor_unsp
39|Sammlung  Gruseliges  Horrorkurzgeschichten  Thriller|55|16|10469|0.525360588403859|hor_unsp
40|Schritte in der Dunkelheit|171|25|21528|0.794314381270903|hor_unsp
41|So eisig die Nacht|164|35|18183|0.9019413738107024|hor_unsp
42|Something Strange   Vanished|357|44|66159|0.5396091234752641|hor_unsp
43|Thalassophobia|75|17|15839|0.4735147420923038|hor_unsp
44|The  Mindbreaker |95|32|11856|0.8012820512820512|hor_unsp
45|The New Days|271|36|45968|0.5895405499477898|hor_unsp
46|The School Killer|66|14|14984|0.4404698344901228|hor_unsp
47|The Tell Tale Death|192|32|19505|0.9843629838502947|hor_unsp
48|The cursed castle|120|25|14331|0.8373456144023446|hor_unsp
49|Von Gänsehaut und Geistern|99|26|15760|0.6281725888324873|hor_unsp
50|Was ist aus mir geworden |93|31|10643|0.8738137743117541|hor_unsp
51|Winternacht|128|23|23879|0.5360358473972947|hor_unsp
52|Чёрный козёл  Der schwarze Ziegenbock|264|47|43723|0.6038012030281545|hor_unsp
