|novel|brut_sum|brut_type|Total Words|Percentage|field
2|Das Geheimnis von Silver City|156|31|20483|0.7616071864472977|krimi_full
3|Das Geisterschiff|218|43|34398|0.6337577766149195|krimi_full
4|Das Geschäft|85|21|10727|0.7923930269413629|krimi_full
5|Das Mantra für Blau|111|25|19155|0.5794831636648395|krimi_full
6|Der Detektiv und die Flüchtlinge|247|44|39937|0.6184740967023061|krimi_full
7|Der Pate von Sankt Petersburg|485|51|37842|1.281644733365044|krimi_full
8|Detektei X_0|718|52|97663|0.7351811842765429|krimi_full
9|Detektei X_1|113|23|19059|0.5928957447924865|krimi_full
10|Die Beine des Victor Vervodin|60|27|11329|0.5296142642775179|krimi_full
11|Die Biene|155|25|14604|1.0613530539578198|krimi_full
12|Eine letzte Kugel|177|40|25005|0.7078584283143371|krimi_full
13|Einmal zurück und wieder zurück  bitte |81|27|15837|0.5114605038833112|krimi_full
14|Equus Carnifex|336|49|49595|0.6774876499647142|krimi_full
15|Goldrausch|298|36|35518|0.8390112055859001|krimi_full
16|Himmelstraum|306|43|41733|0.7332326935518654|krimi_full
17|Höhenrausch|708|51|83151|0.8514630010462894|krimi_full
18|IOSC Duologie  das Prequel|147|32|20933|0.7022404815363302|krimi_full
19|Jagdfieber|249|38|34576|0.7201527070800555|krimi_full
20|Liebe den Tod |107|22|11112|0.962922966162707|krimi_full
21|Precious Insel der Vergangenheit|95|27|14354|0.6618364219033023|krimi_full
22|Schneeeule|396|40|44261|0.8946928447165676|krimi_full
23|Southern Comfort|171|39|42922|0.39839709240016774|krimi_full
24|Stilles Gewässer|293|38|32320|0.906559405940594|krimi_full
25|The Tricks of the Detectives|61|21|15200|0.4013157894736842|krimi_full
26|The Twist|134|27|12763|1.0499098957925252|krimi_full
27|Tote Helden|207|37|35750|0.579020979020979|krimi_full
28|Tödliche Begegnung|233|36|31566|0.7381359690806565|krimi_full
29|Unter Verdacht|209|30|21994|0.9502591615895244|krimi_full
30|Verraten|124|31|15481|0.8009818487177831|krimi_full
31|Wolkenkind|373|47|53530|0.6968055296095647|krimi_full
32|Albtraum|144|23|19159|0.7516049898220157|krimi_full
33|Alina|85|19|12850|0.6614785992217899|krimi_full
34|Aller Anfang ist schwer|72|29|14258|0.5049796605414504|krimi_full
35|Angel  Arbeitstitel |88|23|11685|0.753102267864784|krimi_full
36|Anonym|41|15|11066|0.37050424724380987|krimi_full
37|Auf den Spuren der Vergangenheit|92|29|11243|0.8182869340923241|krimi_full
38|Authorities Task Force|142|32|20487|0.6931224679064772|krimi_full
39|Being Jack|105|25|14849|0.707118324466294|krimi_full
40|Broken Mirrors   |66|31|9813|0.6725771935188016|krimi_full
41|Bruderliebe|105|26|9845|1.0665312341289994|krimi_full
42|CRY|431|49|64381|0.6694521675649648|krimi_full
43|Cube|86|22|29106|0.29547172404315264|krimi_full
44|Das Attentat|245|36|29575|0.8284023668639053|krimi_full
45|Das Böse hat ein Herz|64|22|12559|0.509594712954853|krimi_full
46|Das mörderische Krimidinner|268|34|30035|0.89229232562011|krimi_full
47|Death Teacher|104|38|11433|0.9096475115892592|krimi_full
48|Der Anfang der Katastrophen oder London calling|97|29|20212|0.47991292301603006|krimi_full
49|Der Diamantenprinz|275|48|50598|0.5434997430728488|krimi_full
50|Der Fall Lukis|60|20|16181|0.37080526543476916|krimi_full
51|Der Herzensbrecher|276|36|38105|0.7243143944364256|krimi_full
52|Der Mountie   Das Geheimnis der toten Elche|221|48|28201|0.783660153895252|krimi_full
53|Der Zweck heiligt die Mittel|91|25|14767|0.6162389110855285|krimi_full
54|Der erste Fall|95|25|16801|0.5654425331825487|krimi_full
55|Die Entführung|131|29|18601|0.7042632116552874|krimi_full
56|Die Fassade|319|43|51435|0.6202002527461845|krimi_full
57|Die Nacht im Mai|652|55|87442|0.7456371080258914|krimi_full
58|Die Stunde der Angst|319|41|45282|0.7044741840024734|krimi_full
59|Die weiße Witwe|304|47|72252|0.4207495986270276|krimi_full
60|Eiskalt|187|32|29770|0.6281491434329862|krimi_full
61|Emma|137|25|20010|0.6846576711644178|krimi_full
62|Falsche Sterne über Tokyo|99|39|35562|0.2783870423485743|krimi_full
63|Familie endet nicht beim Blut|49|19|10126|0.48390282441240373|krimi_full
64|Finn Becket Undercover  Drogenrausch|77|20|13295|0.579165099661527|krimi_full
65|Frauenmörder  Liebeswirren und andere Katastrophen|101|31|14155|0.713528788413988|krimi_full
66|HAMBURG KRIMI   Schatten der Vergangenheit|247|32|34781|0.7101578448003221|krimi_full
67|HAMBURG KRIMI II   Teufel in der Hansestadt|492|57|58878|0.8356262101294202|krimi_full
68|HInter deinem Schatten|146|35|16042|0.9101109587333251|krimi_full
69|Havering Circle|199|35|33855|0.5878009156697681|krimi_full
70|Hinter meiner Ex|369|42|30335|1.2164166804021759|krimi_full
71|Ich bin Fünf|174|41|27961|0.6222953399377704|krimi_full
72|Im Mondenschein|141|26|31390|0.4491876393755973|krimi_full
73|Im Namen der Gerechtigkeit|637|51|85451|0.7454564604276135|krimi_full
74|Immer wieder Sonntags   |211|42|26732|0.7893161753703427|krimi_full
75|In Fünf Zügen|170|25|20215|0.8409596834034133|krimi_full
76|In den Mauern des Feindes|238|41|38421|0.6194529033601416|krimi_full
77|Interrogation Room|84|17|10347|0.8118295158016816|krimi_full
78|Jonas|104|22|16688|0.6232023010546501|krimi_full
79|Kein Grund zur Sorge|125|28|23462|0.532776404398602|krimi_full
80|Laura|69|14|12022|0.5739477624355348|krimi_full
81|Lebende Bombe   Und ich krieg dich doch|175|36|18042|0.9699589845915088|krimi_full
82|Leseprobe   Im Fokus der Liebe|216|29|26589|0.8123660160216631|krimi_full
83|Leseprobe  Im Fokus der Zukunft|185|32|27800|0.6654676258992805|krimi_full
84|Lisa|106|24|18479|0.573624113858975|krimi_full
85|Locurar|123|24|13355|0.9210033695245227|krimi_full
86|Mad Maids|192|43|26133|0.7347032487659282|krimi_full
87|Marie Lena|80|18|12189|0.6563294773976537|krimi_full
88|Messerscharf|120|25|12982|0.924356801725466|krimi_full
89|Morgenstund |139|19|25550|0.5440313111545988|krimi_full
90|Moritz|126|28|16273|0.7742886990720825|krimi_full
91|Nachtgeheimnisse|308|42|64599|0.4767875663709964|krimi_full
92|Paul|112|22|12898|0.8683516824313847|krimi_full
93|Pentagramm|112|29|15054|0.7439883087551481|krimi_full
94|Perfect  but better|96|29|14706|0.6527947776417788|krimi_full
95|Pierre|101|27|16858|0.5991220785383794|krimi_full
96|Police Line|191|46|28609|0.6676220769687861|krimi_full
97|REVANGE|385|51|70661|0.5448550119585062|krimi_full
98|RMS Titanic Krimi   noch kein Titel |425|47|58325|0.7286755250750108|krimi_full
99|SL 8|76|26|12546|0.6057707635899888|krimi_full
100|Schattenspringer|74|18|11011|0.6720552175097629|krimi_full
101|Schattenwege|387|43|72736|0.5320611526616806|krimi_full
102|Spiegelbildmord|159|29|18217|0.8728111105011802|krimi_full
103|Stolen Dreams and Hearts  Teil 1  |133|29|40634|0.32731210316483733|krimi_full
104|Tara Felber und ein  fast  perfekter Plan|107|26|12478|0.8575092162205481|krimi_full
105|The Circle|100|31|12337|0.8105698305909055|krimi_full
106|Tot oder lebendig|198|27|31600|0.6265822784810127|krimi_full
107|Tot oder lebendig II|153|29|32168|0.4756279532454613|krimi_full
108|Tödliche Leidenschaft|117|20|18589|0.6294044865242886|krimi_full
109|Um jeden Preis|165|29|31707|0.5203898192828081|krimi_full
110|Unheimliches Verschwinden|78|20|15687|0.49722700325109964|krimi_full
111|Vampirpfoten|51|20|9832|0.5187144019528072|krimi_full
112|Verhöhnter Zorn|101|28|17332|0.5827371336256635|krimi_full
113|Vertrauen ist gut    |178|30|27004|0.6591616056880462|krimi_full
114|Via Inquisitoris  Draculas Rückkehr|151|32|21196|0.7123985657671259|krimi_full
115|Via Inquisitoris  Ein Sarg in Transsylvanien   der vierte Vampirkrimi|155|32|22304|0.6949426111908178|krimi_full
116|Via Inquisitoris  Wiener Blut|114|26|17009|0.670233405843965|krimi_full
117|Vogelfrei|231|35|32917|0.7017650454172616|krimi_full
118|Vom Fischer und seiner Frau|169|33|18527|0.9121822205429913|krimi_full
119|Wendland Saga 19  Jh    Alexander von Wendland 2  Buch|282|48|35133|0.8026641618990693|krimi_full
120|Zu Kreuze getragen|94|28|11403|0.8243444707533106|krimi_full
121|chicago   rache auf umwegen|100|31|15498|0.6452445476835721|krimi_full
